PassengerId,S,C,G,Pclass,Ho,Fe,Age,SibSp,Parch,Fare,Survived
106,1,0,0,3,1,0,28,0,0,7.8958,0
107,1,0,0,3,0,1,21,0,0,7.65,1
108,1,0,0,3,1,0,29.985855728429986,0,0,7.775,1
109,1,0,0,3,1,0,38,0,0,7.8958,0
110,0,0,1,3,0,1,29.985855728429986,1,0,24.15,1
111,1,0,0,1,1,0,47,0,0,52,0
112,0,1,0,3,0,1,14.5,1,0,14.4542,0
113,1,0,0,3,1,0,22,0,0,8.05,0
114,1,0,0,3,0,1,20,1,0,9.825,0
115,0,1,0,3,0,1,17,0,0,14.4583,0
116,1,0,0,3,1,0,21,0,0,7.925,0
117,0,0,1,3,1,0,70.5,0,0,7.75,0
118,1,0,0,2,1,0,29,1,0,21,0
119,0,1,0,1,1,0,24,0,1,247.5208,0
120,1,0,0,3,0,1,2,4,2,31.275,0
121,1,0,0,2,1,0,21,2,0,73.5,0
122,1,0,0,3,1,0,29.985855728429986,0,0,8.05,0
123,0,1,0,2,1,0,32.5,1,0,30.0708,0
124,1,0,0,2,0,1,32.5,0,0,13,1
125,1,0,0,1,1,0,54,0,1,77.2875,0
126,0,1,0,3,1,0,12,1,0,11.2417,1
127,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
128,1,0,0,3,1,0,24,0,0,7.1417,1
129,0,1,0,3,0,1,29.985855728429986,1,1,22.3583,1
130,1,0,0,3,1,0,45,0,0,6.975,0
131,0,1,0,3,1,0,33,0,0,7.8958,0
132,1,0,0,3,1,0,20,0,0,7.05,0
133,1,0,0,3,0,1,47,1,0,14.5,0
134,1,0,0,2,0,1,29,1,0,26,1
135,1,0,0,2,1,0,25,0,0,13,0
136,0,1,0,2,1,0,23,0,0,15.0458,0
137,1,0,0,1,0,1,19,0,2,26.2833,1
138,1,0,0,1,1,0,37,1,0,53.1,0
139,1,0,0,3,1,0,16,0,0,9.2167,0
140,0,1,0,1,1,0,24,0,0,79.2,0
141,0,1,0,3,0,1,29.985855728429986,0,2,15.2458,0
142,1,0,0,3,0,1,22,0,0,7.75,1
143,1,0,0,3,0,1,24,1,0,15.85,1
144,0,0,1,3,1,0,19,0,0,6.75,0
145,1,0,0,2,1,0,18,0,0,11.5,0
146,1,0,0,2,1,0,19,1,1,36.75,0
147,1,0,0,3,1,0,27,0,0,7.7958,1
148,1,0,0,3,0,1,9,2,2,34.375,0
149,1,0,0,2,1,0,36.5,0,2,26,0
150,1,0,0,2,1,0,42,0,0,13,0
151,1,0,0,2,1,0,51,0,0,12.525,0
152,1,0,0,1,0,1,22,1,0,66.6,1
153,1,0,0,3,1,0,55.5,0,0,8.05,0
154,1,0,0,3,1,0,40.5,0,2,14.5,0
155,1,0,0,3,1,0,29.985855728429986,0,0,7.3125,0
156,0,1,0,1,1,0,51,0,1,61.3792,0
157,0,0,1,3,0,1,16,0,0,7.7333,1
158,1,0,0,3,1,0,30,0,0,8.05,0
159,1,0,0,3,1,0,29.985855728429986,0,0,8.6625,0
160,1,0,0,3,1,0,29.985855728429986,8,2,69.55,0
161,1,0,0,3,1,0,44,0,1,16.1,0
162,1,0,0,2,0,1,40,0,0,15.75,1
163,1,0,0,3,1,0,26,0,0,7.775,0
164,1,0,0,3,1,0,17,0,0,8.6625,0
165,1,0,0,3,1,0,1,4,1,39.6875,0
166,1,0,0,3,1,0,9,0,2,20.525,1
167,1,0,0,1,0,1,29.985855728429986,0,1,55,1
168,1,0,0,3,0,1,45,1,4,27.9,0
169,1,0,0,1,1,0,29.985855728429986,0,0,25.925,0
170,1,0,0,3,1,0,28,0,0,56.4958,0
171,1,0,0,1,1,0,61,0,0,33.5,0
172,0,0,1,3,1,0,4,4,1,29.125,0
173,1,0,0,3,0,1,1,1,1,11.1333,1
174,1,0,0,3,1,0,21,0,0,7.925,0
175,0,1,0,1,1,0,56,0,0,30.6958,0
176,1,0,0,3,1,0,18,1,1,7.8542,0
177,1,0,0,3,1,0,29.985855728429986,3,1,25.4667,0
178,0,1,0,1,0,1,50,0,0,28.7125,0
179,1,0,0,2,1,0,30,0,0,13,0
180,1,0,0,3,1,0,36,0,0,0,0
181,1,0,0,3,0,1,29.985855728429986,8,2,69.55,0
182,0,1,0,2,1,0,29.985855728429986,0,0,15.05,0
183,1,0,0,3,1,0,9,4,2,31.3875,0
184,1,0,0,2,1,0,1,2,1,39,1
185,1,0,0,3,0,1,4,0,2,22.025,1
186,1,0,0,1,1,0,29.985855728429986,0,0,50,0
187,0,0,1,3,0,1,29.985855728429986,1,0,15.5,1
188,1,0,0,1,1,0,45,0,0,26.55,1
189,0,0,1,3,1,0,40,1,1,15.5,0
190,1,0,0,3,1,0,36,0,0,7.8958,0
191,1,0,0,2,0,1,32,0,0,13,1
192,1,0,0,2,1,0,19,0,0,13,0
193,1,0,0,3,0,1,19,1,0,7.8542,1
194,1,0,0,2,1,0,3,1,1,26,1
195,0,1,0,1,0,1,44,0,0,27.7208,1
196,0,1,0,1,0,1,58,0,0,146.5208,1
197,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
198,1,0,0,3,1,0,42,0,1,8.4042,0
199,0,0,1,3,0,1,29.985855728429986,0,0,7.75,1
200,1,0,0,2,0,1,24,0,0,13,0
201,1,0,0,3,1,0,28,0,0,9.5,0
202,1,0,0,3,1,0,29.985855728429986,8,2,69.55,0
203,1,0,0,3,1,0,34,0,0,6.4958,0
204,0,1,0,3,1,0,45.5,0,0,7.225,0
205,1,0,0,3,1,0,18,0,0,8.05,1
206,1,0,0,3,0,1,2,0,1,10.4625,0
207,1,0,0,3,1,0,32,1,0,15.85,0
208,0,1,0,3,1,0,26,0,0,18.7875,1
209,0,0,1,3,0,1,16,0,0,7.75,1
210,0,1,0,1,1,0,40,0,0,31,1
211,1,0,0,3,1,0,24,0,0,7.05,0
212,1,0,0,2,0,1,35,0,0,21,1
213,1,0,0,3,1,0,22,0,0,7.25,0
214,1,0,0,2,1,0,30,0,0,13,0
215,0,0,1,3,1,0,29.985855728429986,1,0,7.75,0
216,0,1,0,1,0,1,31,1,0,113.275,1
217,1,0,0,3,0,1,27,0,0,7.925,1
218,1,0,0,2,1,0,42,1,0,27,0
219,0,1,0,1,0,1,32,0,0,76.2917,1
220,1,0,0,2,1,0,30,0,0,10.5,0
221,1,0,0,3,1,0,16,0,0,8.05,1
222,1,0,0,2,1,0,27,0,0,13,0
223,1,0,0,3,1,0,51,0,0,8.05,0
224,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
225,1,0,0,1,1,0,38,1,0,90,1
226,1,0,0,3,1,0,22,0,0,9.35,0
227,1,0,0,2,1,0,19,0,0,10.5,1
228,1,0,0,3,1,0,20.5,0,0,7.25,0
229,1,0,0,2,1,0,18,0,0,13,0
230,1,0,0,3,0,1,29.985855728429986,3,1,25.4667,0
231,1,0,0,1,0,1,35,1,0,83.475,1
232,1,0,0,3,1,0,29,0,0,7.775,0
233,1,0,0,2,1,0,59,0,0,13.5,0
234,1,0,0,3,0,1,5,4,2,31.3875,1
235,1,0,0,2,1,0,24,0,0,10.5,0
236,1,0,0,3,0,1,29.985855728429986,0,0,7.55,0
237,1,0,0,2,1,0,44,1,0,26,0
238,1,0,0,2,0,1,8,0,2,26.25,1
239,1,0,0,2,1,0,19,0,0,10.5,0
240,1,0,0,2,1,0,33,0,0,12.275,0
241,0,1,0,3,0,1,29.985855728429986,1,0,14.4542,0
242,0,0,1,3,0,1,29.985855728429986,1,0,15.5,1
243,1,0,0,2,1,0,29,0,0,10.5,0
244,1,0,0,3,1,0,22,0,0,7.125,0
245,0,1,0,3,1,0,30,0,0,7.225,0
246,0,0,1,1,1,0,44,2,0,90,0
247,1,0,0,3,0,1,25,0,0,7.775,0
248,1,0,0,2,0,1,24,0,2,14.5,1
249,1,0,0,1,1,0,37,1,1,52.5542,1
250,1,0,0,2,1,0,54,1,0,26,0
251,1,0,0,3,1,0,29.985855728429986,0,0,7.25,0
252,1,0,0,3,0,1,29,1,1,10.4625,0
253,1,0,0,1,1,0,62,0,0,26.55,0
254,1,0,0,3,1,0,30,1,0,16.1,0
255,1,0,0,3,0,1,41,0,2,20.2125,0
256,0,1,0,3,0,1,29,0,2,15.2458,1
257,0,1,0,1,0,1,29.985855728429986,0,0,79.2,1
258,1,0,0,1,0,1,30,0,0,86.5,1
259,0,1,0,1,0,1,35,0,0,512.3292,1
260,1,0,0,2,0,1,50,0,1,26,1
261,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
262,1,0,0,3,1,0,3,4,2,31.3875,1
263,1,0,0,1,1,0,52,1,1,79.65,0
264,1,0,0,1,1,0,40,0,0,0,0
265,0,0,1,3,0,1,29.985855728429986,0,0,7.75,0
266,1,0,0,2,1,0,36,0,0,10.5,0
267,1,0,0,3,1,0,16,4,1,39.6875,0
268,1,0,0,3,1,0,25,1,0,7.775,1
269,1,0,0,1,0,1,58,0,1,153.4625,1
270,1,0,0,1,0,1,35,0,0,135.6333,1
271,1,0,0,1,1,0,29.985855728429986,0,0,31,0
272,1,0,0,3,1,0,25,0,0,0,1
273,1,0,0,2,0,1,41,0,1,19.5,1
274,0,1,0,1,1,0,37,0,1,29.7,0
275,0,0,1,3,0,1,29.985855728429986,0,0,7.75,1
276,1,0,0,1,0,1,63,1,0,77.9583,1
277,1,0,0,3,0,1,45,0,0,7.75,0
278,1,0,0,2,1,0,29.985855728429986,0,0,0,0
279,0,0,1,3,1,0,7,4,1,29.125,0
280,1,0,0,3,0,1,35,1,1,20.25,1
281,0,0,1,3,1,0,65,0,0,7.75,0
282,1,0,0,3,1,0,28,0,0,7.8542,0
283,1,0,0,3,1,0,16,0,0,9.5,0
284,1,0,0,3,1,0,19,0,0,8.05,1
285,1,0,0,1,1,0,29.985855728429986,0,0,26,0
286,0,1,0,3,1,0,33,0,0,8.6625,0
287,1,0,0,3,1,0,30,0,0,9.5,1
288,1,0,0,3,1,0,22,0,0,7.8958,0
289,1,0,0,2,1,0,42,0,0,13,1
290,0,0,1,3,0,1,22,0,0,7.75,1
291,1,0,0,1,0,1,26,0,0,78.85,1
292,0,1,0,1,0,1,19,1,0,91.0792,1
293,0,1,0,2,1,0,36,0,0,12.875,0
294,1,0,0,3,0,1,24,0,0,8.85,0
295,1,0,0,3,1,0,24,0,0,7.8958,0
296,0,1,0,1,1,0,29.985855728429986,0,0,27.7208,0
297,0,1,0,3,1,0,23.5,0,0,7.2292,0
298,1,0,0,1,0,1,2,1,2,151.55,0
299,1,0,0,1,1,0,29.985855728429986,0,0,30.5,1
300,0,1,0,1,0,1,50,0,1,247.5208,1
301,0,0,1,3,0,1,29.985855728429986,0,0,7.75,1
302,0,0,1,3,1,0,29.985855728429986,2,0,23.25,1
303,1,0,0,3,1,0,19,0,0,0,0
304,0,0,1,2,0,1,29.985855728429986,0,0,12.35,1
305,1,0,0,3,1,0,29.985855728429986,0,0,8.05,0
306,1,0,0,1,1,0,0.92,1,2,151.55,1
307,0,1,0,1,0,1,29.985855728429986,0,0,110.8833,1
308,0,1,0,1,0,1,17,1,0,108.9,1
309,0,1,0,2,1,0,30,1,0,24,0
310,0,1,0,1,0,1,30,0,0,56.9292,1
311,0,1,0,1,0,1,24,0,0,83.1583,1
312,0,1,0,1,0,1,18,2,2,262.375,1
313,1,0,0,2,0,1,26,1,1,26,0
314,1,0,0,3,1,0,28,0,0,7.8958,0
315,1,0,0,2,1,0,43,1,1,26.25,0
316,1,0,0,3,0,1,26,0,0,7.8542,1
317,1,0,0,2,0,1,24,1,0,26,1
318,1,0,0,2,1,0,54,0,0,14,0
319,1,0,0,1,0,1,31,0,2,164.8667,1
320,0,1,0,1,0,1,40,1,1,134.5,1
321,1,0,0,3,1,0,22,0,0,7.25,0
322,1,0,0,3,1,0,27,0,0,7.8958,0
323,0,0,1,2,0,1,30,0,0,12.35,1
324,1,0,0,2,0,1,22,1,1,29,1
325,1,0,0,3,1,0,29.985855728429986,8,2,69.55,0
326,0,1,0,1,0,1,36,0,0,135.6333,1
327,1,0,0,3,1,0,61,0,0,6.2375,0
328,1,0,0,2,0,1,36,0,0,13,1
329,1,0,0,3,0,1,31,1,1,20.525,1
330,0,1,0,1,0,1,16,0,1,57.9792,1
331,0,0,1,3,0,1,29.985855728429986,2,0,23.25,1
332,1,0,0,1,1,0,45.5,0,0,28.5,0
333,1,0,0,1,1,0,38,0,1,153.4625,0
334,1,0,0,3,1,0,16,2,0,18,0
335,1,0,0,1,0,1,29.985855728429986,1,0,133.65,1
336,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
337,1,0,0,1,1,0,29,1,0,66.6,0
338,0,1,0,1,0,1,41,0,0,134.5,1
339,1,0,0,3,1,0,45,0,0,8.05,1
340,1,0,0,1,1,0,45,0,0,35.5,0
341,1,0,0,2,1,0,2,1,1,26,1
342,1,0,0,1,0,1,24,3,2,263,1
343,1,0,0,2,1,0,28,0,0,13,0
344,1,0,0,2,1,0,25,0,0,13,0
345,1,0,0,2,1,0,36,0,0,13,0
346,1,0,0,2,0,1,24,0,0,13,1
347,1,0,0,2,0,1,40,0,0,13,1
348,1,0,0,3,0,1,29.985855728429986,1,0,16.1,1
349,1,0,0,3,1,0,3,1,1,15.9,1
350,1,0,0,3,1,0,42,0,0,8.6625,0
351,1,0,0,3,1,0,23,0,0,9.225,0
352,1,0,0,1,1,0,29.985855728429986,0,0,35,0
353,0,1,0,3,1,0,15,1,1,7.2292,0
354,1,0,0,3,1,0,25,1,0,17.8,0
355,0,1,0,3,1,0,29.985855728429986,0,0,7.225,0
356,1,0,0,3,1,0,28,0,0,9.5,0
357,1,0,0,1,0,1,22,0,1,55,1
358,1,0,0,2,0,1,38,0,0,13,0
359,0,0,1,3,0,1,29.985855728429986,0,0,7.8792,1
360,0,0,1,3,0,1,29.985855728429986,0,0,7.8792,1
361,1,0,0,3,1,0,40,1,4,27.9,0
362,0,1,0,2,1,0,29,1,0,27.7208,0
363,0,1,0,3,0,1,45,0,1,14.4542,0
364,1,0,0,3,1,0,35,0,0,7.05,0
365,0,0,1,3,1,0,29.985855728429986,1,0,15.5,0
366,1,0,0,3,1,0,30,0,0,7.25,0
367,0,1,0,1,0,1,60,1,0,75.25,1
368,0,1,0,3,0,1,29.985855728429986,0,0,7.2292,1
369,0,0,1,3,0,1,29.985855728429986,0,0,7.75,1
370,0,1,0,1,0,1,24,0,0,69.3,1
371,0,1,0,1,1,0,25,1,0,55.4417,1
372,1,0,0,3,1,0,18,1,0,6.4958,0
373,1,0,0,3,1,0,19,0,0,8.05,0
374,0,1,0,1,1,0,22,0,0,135.6333,0
375,1,0,0,3,0,1,3,3,1,21.075,0
376,0,1,0,1,0,1,29.985855728429986,1,0,82.1708,1
377,1,0,0,3,0,1,22,0,0,7.25,1
378,0,1,0,1,1,0,27,0,2,211.5,0
379,0,1,0,3,1,0,20,0,0,4.0125,0
380,1,0,0,3,1,0,19,0,0,7.775,0
381,0,1,0,1,0,1,42,0,0,227.525,1
382,0,1,0,3,0,1,1,0,2,15.7417,1
383,1,0,0,3,1,0,32,0,0,7.925,0
384,1,0,0,1,0,1,35,1,0,52,1
385,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
386,1,0,0,2,1,0,18,0,0,73.5,0
387,1,0,0,3,1,0,1,5,2,46.9,0
388,1,0,0,2,0,1,36,0,0,13,1
389,0,0,1,3,1,0,29.985855728429986,0,0,7.7292,0
390,0,1,0,2,0,1,17,0,0,12,1
391,1,0,0,1,1,0,36,1,2,120,1
392,1,0,0,3,1,0,21,0,0,7.7958,1
393,1,0,0,3,1,0,28,2,0,7.925,0
394,0,1,0,1,0,1,23,1,0,113.275,1
395,1,0,0,3,0,1,24,0,2,16.7,1
396,1,0,0,3,1,0,22,0,0,7.7958,0
397,1,0,0,3,0,1,31,0,0,7.8542,0
398,1,0,0,2,1,0,46,0,0,26,0
399,1,0,0,2,1,0,23,0,0,10.5,0
400,1,0,0,2,0,1,28,0,0,12.65,1
401,1,0,0,3,1,0,39,0,0,7.925,1
402,1,0,0,3,1,0,26,0,0,8.05,0
403,1,0,0,3,0,1,21,1,0,9.825,0
404,1,0,0,3,1,0,28,1,0,15.85,0
405,1,0,0,3,0,1,20,0,0,8.6625,0
406,1,0,0,2,1,0,34,1,0,21,0
407,1,0,0,3,1,0,51,0,0,7.75,0
408,1,0,0,2,1,0,3,1,1,18.75,1
409,1,0,0,3,1,0,21,0,0,7.775,0
410,1,0,0,3,0,1,29.985855728429986,3,1,25.4667,0
411,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
412,0,0,1,3,1,0,29.985855728429986,0,0,6.8583,0
413,0,0,1,1,0,1,33,1,0,90,1
414,1,0,0,2,1,0,29.985855728429986,0,0,0,0
415,1,0,0,3,1,0,44,0,0,7.925,1
416,1,0,0,3,0,1,29.985855728429986,0,0,8.05,0
417,1,0,0,2,0,1,34,1,1,32.5,1
418,1,0,0,2,0,1,18,0,2,13,1
419,1,0,0,2,1,0,30,0,0,13,0
420,1,0,0,3,0,1,10,0,2,24.15,0
421,0,1,0,3,1,0,29.985855728429986,0,0,7.8958,0
422,0,0,1,3,1,0,21,0,0,7.7333,0
423,1,0,0,3,1,0,29,0,0,7.875,0
424,1,0,0,3,0,1,28,1,1,14.4,0
425,1,0,0,3,1,0,18,1,1,20.2125,0
426,1,0,0,3,1,0,29.985855728429986,0,0,7.25,0
427,1,0,0,2,0,1,28,1,0,26,1
428,1,0,0,2,0,1,19,0,0,26,1
429,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
430,1,0,0,3,1,0,32,0,0,8.05,1
431,1,0,0,1,1,0,28,0,0,26.55,1
432,1,0,0,3,0,1,29.985855728429986,1,0,16.1,1
433,1,0,0,2,0,1,42,1,0,26,1
434,1,0,0,3,1,0,17,0,0,7.125,0
435,1,0,0,1,1,0,50,1,0,55.9,0
436,1,0,0,1,0,1,14,1,2,120,1
437,1,0,0,3,0,1,21,2,2,34.375,0
438,1,0,0,2,0,1,24,2,3,18.75,1
439,1,0,0,1,1,0,64,1,4,263,0
440,1,0,0,2,1,0,31,0,0,10.5,0
441,1,0,0,2,0,1,45,1,1,26.25,1
442,1,0,0,3,1,0,20,0,0,9.5,0
443,1,0,0,3,1,0,25,1,0,7.775,0
444,1,0,0,2,0,1,28,0,0,13,1
445,1,0,0,3,1,0,29.985855728429986,0,0,8.1125,1
446,1,0,0,1,1,0,4,0,2,81.8583,1
447,1,0,0,2,0,1,13,0,1,19.5,1
448,1,0,0,1,1,0,34,0,0,26.55,1
449,0,1,0,3,0,1,5,2,1,19.2583,1
450,1,0,0,1,1,0,52,0,0,30.5,1
451,1,0,0,2,1,0,36,1,2,27.75,0
452,1,0,0,3,1,0,29.985855728429986,1,0,19.9667,0
453,0,1,0,1,1,0,30,0,0,27.75,0
454,0,1,0,1,1,0,49,1,0,89.1042,1
455,1,0,0,3,1,0,29.985855728429986,0,0,8.05,0
456,0,1,0,3,1,0,29,0,0,7.8958,1
457,1,0,0,1,1,0,65,0,0,26.55,0
458,1,0,0,1,0,1,29.985855728429986,1,0,51.8625,1
459,1,0,0,2,0,1,50,0,0,10.5,1
460,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
461,1,0,0,1,1,0,48,0,0,26.55,1
462,1,0,0,3,1,0,34,0,0,8.05,0
463,1,0,0,1,1,0,47,0,0,38.5,0
464,1,0,0,2,1,0,48,0,0,13,0
465,1,0,0,3,1,0,29.985855728429986,0,0,8.05,0
466,1,0,0,3,1,0,38,0,0,7.05,0
467,1,0,0,2,1,0,29.985855728429986,0,0,0,0
468,1,0,0,1,1,0,56,0,0,26.55,0
469,0,0,1,3,1,0,29.985855728429986,0,0,7.725,0
470,0,1,0,3,0,1,0.75,2,1,19.2583,1
471,1,0,0,3,1,0,29.985855728429986,0,0,7.25,0
472,1,0,0,3,1,0,38,0,0,8.6625,0
473,1,0,0,2,0,1,33,1,2,27.75,1
474,0,1,0,2,0,1,23,0,0,13.7917,1
475,1,0,0,3,0,1,22,0,0,9.8375,0
476,1,0,0,1,1,0,29.985855728429986,0,0,52,0
477,1,0,0,2,1,0,34,1,0,21,0
478,1,0,0,3,1,0,29,1,0,7.0458,0
479,1,0,0,3,1,0,22,0,0,7.5208,0
480,1,0,0,3,0,1,2,0,1,12.2875,1
481,1,0,0,3,1,0,9,5,2,46.9,0
482,1,0,0,2,1,0,29.985855728429986,0,0,0,0
483,1,0,0,3,1,0,50,0,0,8.05,0
484,1,0,0,3,0,1,63,0,0,9.5875,1
485,0,1,0,1,1,0,25,1,0,91.0792,1
486,1,0,0,3,0,1,29.985855728429986,3,1,25.4667,0
487,1,0,0,1,0,1,35,1,0,90,1
488,0,1,0,1,1,0,58,0,0,29.7,0
489,1,0,0,3,1,0,30,0,0,8.05,0
490,1,0,0,3,1,0,9,1,1,15.9,1
491,1,0,0,3,1,0,29.985855728429986,1,0,19.9667,0
492,1,0,0,3,1,0,21,0,0,7.25,0
493,1,0,0,1,1,0,55,0,0,30.5,0
494,0,1,0,1,1,0,71,0,0,49.5042,0
495,1,0,0,3,1,0,21,0,0,8.05,0
496,0,1,0,3,1,0,29.985855728429986,0,0,14.4583,0
497,0,1,0,1,0,1,54,1,0,78.2667,1
498,1,0,0,3,1,0,29.985855728429986,0,0,15.1,0
499,1,0,0,1,0,1,25,1,2,151.55,0
500,1,0,0,3,1,0,24,0,0,7.7958,0
501,1,0,0,3,1,0,17,0,0,8.6625,0
502,0,0,1,3,0,1,21,0,0,7.75,0
503,0,0,1,3,0,1,29.985855728429986,0,0,7.6292,0
504,1,0,0,3,0,1,37,0,0,9.5875,0
505,1,0,0,1,0,1,16,0,0,86.5,1
506,0,1,0,1,1,0,18,1,0,108.9,0
507,1,0,0,2,0,1,33,0,2,26,1
508,1,0,0,1,1,0,29.985855728429986,0,0,26.55,1
509,1,0,0,3,1,0,28,0,0,22.525,0
510,1,0,0,3,1,0,26,0,0,56.4958,1
